taxon_oid,Domain,Status,Study_Name,Genome_Name_/_Sample_Name,Sequencing_Center,IMG_Genome_ID_,Altitude,Depth,Ecosystem,Ecosystem_Category,Ecosystem_Subtype,Ecosystem_Type,Ecotype,Habitat,pH,Salinity,Genome_Size___*_assembled,Gene_Count___*_assembled,DSAda,CheAs,CheA_per
3300001806,*Microbiome,Draft,Wetland microbial communities from Twitchell Island in the Sacramento Delta,"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site A1 Bulk  Metatranscriptome (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300001806,0m,0m,Environmental,Aquatic,Groundwater,Freshwater,,Wetland,,,44668563,144516,"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site A1 Bulk  Metatranscriptome (Metagenome Metatranscriptome)",24,0.000166072
3300004504,*Microbiome,Draft,"Peatlands soil microbial communities from Germany and Austria, that are sulfate reducing","Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 8 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300004504,,,Environmental,Terrestrial,Unclassified,Soil,,Peatlands soil,,,42857777,150546,"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 8 (Metagenome Metatranscriptome)",25,0.000166062
7000000300,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human stool microbial communities from NIH, USA - visit 2, subject 159814214","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",7000000300,,,Host-associated,Human,Large intestine,Digestive system,,Human,,,96220883,144606,"Human stool microbial communities from NIH, USA - visit 2, subject 159814214",24,0.000165968
7000000618,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human tongue dorsum microbial communities from NIH, USA - visit number 3 of subject 763536994","Washington University in St. Louis, J. Craig Venter Institute (JCVI), Baylor College of Medicine",7000000618,,,Host-associated,Human,Oral,Digestive system,,Human,,,132257064,222989,"Human tongue dorsum microbial communities from NIH, USA - visit number 3 of subject 763536994",37,0.000165927
2035918000,*Microbiome,Finished,"Acromyrmex echinatior fungus garden microbial communities from Gamboa, Panama",Acromyrmex echinatior fungus garden microbial communities from Panama (combined),DOE Joint Genome Institute (JGI),2035918000,,,Host-associated,Arthropoda,Fungus garden,Symbiotic fungal gardens and galleries,,Acromyrmex echinatior fungus garden,,,61239920,114620,Acromyrmex echinatior fungus garden microbial communities from Panama (combined),19,0.000165765
3300006793,*Microbiome,Draft,Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico,Marine viral communities from the Subarctic Pacific Ocean - 17_ETSP_OMZ_AT15314 metaG,DOE Joint Genome Institute (JGI),3300006793,,15m,Environmental,Aquatic,Oceanic,Marine,,Marine,,,620069830,1406459,Marine viral communities from the Subarctic Pacific Ocean - 17_ETSP_OMZ_AT15314 metaG,233,0.000165664
3300006928,*Microbiome,Draft,Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico,Marine viral communities from the Subarctic Pacific Ocean - 8_ETSP_OMZ_AT15162 metaG,DOE Joint Genome Institute (JGI),3300006928,,75m,Environmental,Aquatic,Oceanic,Marine,,Marine,,,427714517,972362,Marine viral communities from the Subarctic Pacific Ocean - 8_ETSP_OMZ_AT15162 metaG,161,0.000165576
3300009706,*Microbiome,Draft,Marine microbial communities from western Arctic Ocean,Marine microbial communities from western Arctic Ocean - ArcticOcean_MG_CB11_86,DOE Joint Genome Institute (JGI),3300009706,,190m,Environmental,Aquatic,Oceanic,Marine,,Marine,,,2046087579,3829347,Marine microbial communities from western Arctic Ocean - ArcticOcean_MG_CB11_86,634,0.000165563
3300004119,*Microbiome,Draft,"Forest soil microbial communities from Harvard Forest Long Term Ecological Research (LTER) site in Petersham, MA, for long-term soil warming studies","Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF210 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300004119,,,Environmental,Terrestrial,Loam,Soil,,Forest soil,,,154538642,519834,"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF210 (Metagenome Metatranscriptome)",86,0.000165437
3300004784,*Microbiome,Draft,"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling",Laurentian Great Lakes metaT Sp13.BD.MM110.SN (Metagenome Metatranscriptome),DOE Joint Genome Institute (JGI),3300004784,,,Environmental,Aquatic,Lentic,Freshwater,,Freshwater lake,,,110226530,338590,Laurentian Great Lakes metaT Sp13.BD.MM110.SN (Metagenome Metatranscriptome),56,0.000165392
7000000677,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 765701615","Baylor College of Medicine, Washington University in St. Louis, J. Craig Venter Institute (JCVI)",7000000677,,,Host-associated,Human,Oral,Digestive system,,Human,,,121268177,229908,"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 765701615",38,0.000165284
2022004001,*Microbiome,Draft,"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI, USA","Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI - Type I",DOE Joint Genome Institute (JGI),2022004001,elevation: 263m,,Engineered,Wastewater,Biological phosphorus removal,Nutrient removal,,Wastewater treatment,7.0-7.5,,67066628,139196,"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI - Type I",23,0.000165235
3300006752,*Microbiome,Draft,Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico,Marine viral communities from the Subarctic Pacific Ocean - 13_ETSP_OMZ_AT15268 metaG,DOE Joint Genome Institute (JGI),3300006752,,48m,Environmental,Aquatic,Oceanic,Marine,,Marine,,,402592121,920246,Marine viral communities from the Subarctic Pacific Ocean - 13_ETSP_OMZ_AT15268 metaG,152,0.000165173
3300005521,*Microbiome,Draft,Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones,Oceanic oxygen minimum zone microbial communities that regulate carbon cycling - Sample ETNP2014F10-02SV255,DOE Joint Genome Institute (JGI),3300005521,,,Environmental,Aquatic,Oceanic,Marine,,Marine,,,663069425,1728945,Oceanic oxygen minimum zone microbial communities that regulate carbon cycling - Sample ETNP2014F10-02SV255,285,0.00016484
3300003148,*Microbiome,Permanent Draft,Marine microbial communities of a harmful algal bloom from Baltimore Inner Harbor,"Algal bloom microbial communities from Baltimore Inner Harbor, Chesapeake Bay",University of Maryland,3300003148,,0,Environmental,Aquatic,Intertidal zone,Marine,,Marine,,,136252266,188282,"Algal bloom microbial communities from Baltimore Inner Harbor, Chesapeake Bay",31,0.000164647
3300004810,*Microbiome,Draft,"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling",Laurentian Great Lakes metaT Fa13.BD.MM15.SN (Metagenome Metatranscriptome),DOE Joint Genome Institute (JGI),3300004810,,,Environmental,Aquatic,Lentic,Freshwater,,Freshwater lake,,,538290510,1585363,Laurentian Great Lakes metaT Fa13.BD.MM15.SN (Metagenome Metatranscriptome),261,0.000164631
3300010032,*Microbiome,Draft,Coral microbial communities from various locations to study host-microbial communication,"Coral microbial communities from El Islote,Puerto Morelos, Mexico - Siderastrea C C metagenome",DOE Joint Genome Institute (JGI),3300010032,,2 m,Host-associated,Invertebrates,Coral,Cnidaria,,Coral,,,1206958127,1726296,"Coral microbial communities from El Islote,Puerto Morelos, Mexico - Siderastrea C C metagenome",284,0.000164514
7000000584,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 246515023","Baylor College of Medicine, Washington University in St. Louis, J. Craig Venter Institute (JCVI)",7000000584,,,Host-associated,Human,Oral,Digestive system,,Human,,,201559186,389276,"Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 246515023",64,0.000164408
3300005606,*Microbiome,Draft,Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones,Oceanic oxygen minimum zone microbial communities that regulate carbon cycling - Sample ETNP201302SV84,DOE Joint Genome Institute (JGI),3300005606,,,Environmental,Aquatic,Oceanic,Marine,,Marine,,,784454676,2305798,Oceanic oxygen minimum zone microbial communities that regulate carbon cycling - Sample ETNP201302SV84,379,0.000164368
3300007537,*Microbiome,Draft,"Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.",Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_A_D1_MG,DOE Joint Genome Institute (JGI),3300007537,0m,0m,Environmental,Terrestrial,Wetlands,Soil,,Pond soil,,,818467241,1488927,Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_A_D1_MG,244,0.000163876
3300006027,*Microbiome,Draft,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_30_<0.8_DNA,DOE Joint Genome Institute (JGI),3300006027,,,Environmental,Aquatic,Coastal,Marine,,Aqueous,,,550122727,1538332,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_30_<0.8_DNA,252,0.000163814
3300009507,*Microbiome,Draft,Pelagic marine microbial communities from North Sea,Pelagic marine microbial communities from North Sea - COGITO_mtgs_120607,DOE Joint Genome Institute (JGI),3300009507,,1m,Environmental,Aquatic,Pelagic,Marine,,Pelagic marine,,,1292808754,2497285,Pelagic marine microbial communities from North Sea - COGITO_mtgs_120607,409,0.000163778
7000000731,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 763536994","Washington University in St. Louis, J. Craig Venter Institute (JCVI), Baylor College of Medicine",7000000731,,,Host-associated,Human,Oral,Digestive system,,Human,,,124671135,213817,"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 763536994",35,0.000163691
7000000532,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human stool microbial communities from NIH, USA - visit 1, subject 159166850","Washington University in St. Louis, Baylor College of Medicine, J. Craig Venter Institute (JCVI)",7000000532,,,Host-associated,Human,Large intestine,Digestive system,,Human,,,139999389,238266,"Human stool microbial communities from NIH, USA - visit 1, subject 159166850",39,0.000163683
3300010138,*Microbiome,Draft,"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA","Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Mud_11_14_B (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300010138,5m,,Environmental,Aquatic,Sediment,Freshwater,,Wetland,,,103872807,232182,"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Mud_11_14_B (Metagenome Metatranscriptome)",38,0.000163665
2035918005,*Microbiome,Finished,Soil microbial communities from FACE and OTC sites in USA,Soil microbial communities from sample at FACE Site 4 Nevada Test Site Crust CO2+ (NTS Crust elevated CO2),DOE Joint Genome Institute (JGI),2035918005,975m,,Environmental,Terrestrial,Sand,Soil,,Soil,,,252083467,629698,Soil microbial communities from sample at FACE Site 4 Nevada Test Site Crust CO2+ (NTS Crust elevated CO2),103,0.00016357
2124908032,*Microbiome,Draft,"Soil microbial communities from permafrost in Bonanza Creek, Alaska","Permafrost microbial communities from permafrost in Bonanza Creek, Alaska - Perma_all (Perma_all_CLC)",DOE Joint Genome Institute (JGI),2124908032,,,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,253948605,440346,"Permafrost microbial communities from permafrost in Bonanza Creek, Alaska - Perma_all (Perma_all_CLC)",72,0.000163508
3300006754,*Microbiome,Draft,Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico,Marine viral communities from the Subarctic Pacific Ocean - 10_ETSP_OMZ_AT15264 metaG,DOE Joint Genome Institute (JGI),3300006754,,78m,Environmental,Aquatic,Oceanic,Marine,,Marine,,,624766230,1370303,Marine viral communities from the Subarctic Pacific Ocean - 10_ETSP_OMZ_AT15264 metaG,224,0.000163467
7000000403,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human stool microbial communities from NIH, USA - visit 2, subject 159713063","J. Craig Venter Institute (JCVI), Washington University in St. Louis, Baylor College of Medicine",7000000403,,,Host-associated,Human,Large intestine,Digestive system,,Human,,,77720874,122363,"Human stool microbial communities from NIH, USA - visit 2, subject 159713063",20,0.000163448
3300006588,*Microbiome,Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,"Active sludge microbial communities from Illinois, USA, of municipal wastewater-treating anaerobic digesters - ADurb_Met_03_SludgeMetaT (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300006588,222m,,Engineered,Wastewater,Unclassified,Anaerobic digestor,,Anaerobic digestor sludge,,,96919744,257793,"Active sludge microbial communities from Illinois, USA, of municipal wastewater-treating anaerobic digesters - ADurb_Met_03_SludgeMetaT (Metagenome Metatranscriptome)",42,0.000162921
3300002924,*Microbiome,Draft,"Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease","Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease - 2012_LB_H16 (2012_LB_H16)",,3300002924,,5m,Host-associated,Algae,Unclassified,Red algae,,Delisea pulchra,,,1098504130,4604683,"Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease - 2012_LB_H16 (2012_LB_H16)",750,0.000162878
3300005860,*Microbiome,Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS",DOE Joint Genome Institute (JGI),3300005860,,,Environmental,Aquatic,Alkaline,Non-marine Saline and Alkaline,,Sulfidic aquatic,,,391796779,608147,"Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS",99,0.00016279
7000000231,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human stool microbial communities from NIH, USA - visit 1, subject 763840445","Washington University in St. Louis, Baylor College of Medicine, J. Craig Venter Institute (JCVI)",7000000231,,,Host-associated,Human,Large intestine,Digestive system,,Human,,,129061140,185023,"Human stool microbial communities from NIH, USA - visit 1, subject 763840445",30,0.000162142
3300006929,*Microbiome,Draft,Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico,Marine viral communities from the Subarctic Pacific Ocean - 4_ETSP_OMZ_AT15127 metaG,DOE Joint Genome Institute (JGI),3300006929,,90m,Environmental,Aquatic,Oceanic,Marine,,Marine,,,397082692,902041,Marine viral communities from the Subarctic Pacific Ocean - 4_ETSP_OMZ_AT15127 metaG,146,0.000161855
3300004466,*Microbiome,Draft,"Peatlands soil microbial communities from Germany and Austria, that are sulfate reducing","Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 80 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300004466,,,Environmental,Terrestrial,Unclassified,Soil,,Peatlands soil,,,50467548,167175,"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 80 (Metagenome Metatranscriptome)",27,0.000161507
2140918007,*Microbiome,Draft,"Soil microbial communities from permafrost in Bonanza Creek, Alaska","Permafrost microbial communities from permafrost in Bonanza Creek, Alaska - Active_all (Active_all_CLC)",DOE Joint Genome Institute (JGI),2140918007,,,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,192471583,353237,"Permafrost microbial communities from permafrost in Bonanza Creek, Alaska - Active_all (Active_all_CLC)",57,0.000161365
3300002345,*Microbiome,Draft,"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI, USA","Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI -  H_11min_Aerobic (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300002345,,,Engineered,Wastewater,Biological phosphorus removal,Nutrient removal,,Wastewater treatment,,,155596772,279390,"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI -  H_11min_Aerobic (Metagenome Metatranscriptome)",45,0.000161065
3300007276,*Microbiome,Draft,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - Viral MetaG DEL_Mar_31,DOE Joint Genome Institute (JGI),3300007276,,,Environmental,Aquatic,Coastal,Marine,,Aqueous,,,595786635,1429713,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - Viral MetaG DEL_Mar_31,230,0.000160871
3300006943,*Microbiome,Draft,"Root nodule microbial communities of legume samples collected from USA, Mexico and Botswana","Root nodule microbial communities of legume samples collected from USA, Mexico and Botswana - Cow pea white BW",DOE Joint Genome Institute (JGI),3300006943,0m,0m,Host-associated,Plants,Unclassified,Rhizosphere,,Root nodules,,,545256502,1031931,"Root nodule microbial communities of legume samples collected from USA, Mexico and Botswana - Cow pea white BW",166,0.000160863
3300002159,*Microbiome,Draft,"Host-associated microbial community of the marine sponge Aplysina aerophoba from Gulf of Piran, Adriatic Sea","Host-associated microbial community of the marine sponge Aplysina aerophoba from Gulf of Piran - sponge pinacoderm, lysed by freeze-thaw cycling (PinacodermFT, ASSEMBLY_DATE=20140105)",DOE Joint Genome Institute (JGI),3300002159,,5m,Host-associated,Porifera,Unclassified,Unclassified,,Host-associated,,,245555515,479126,"Host-associated microbial community of the marine sponge Aplysina aerophoba from Gulf of Piran - sponge pinacoderm, lysed by freeze-thaw cycling (PinacodermFT, ASSEMBLY_DATE=20140105)",77,0.000160709
3300006737,*Microbiome,Draft,Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico,Marine viral communities from the Subarctic Pacific Ocean - 5_ETSP_OMZ_AT15132 metaG,DOE Joint Genome Institute (JGI),3300006737,,90m,Environmental,Aquatic,Oceanic,Marine,,Marine,,,468144067,1027696,Marine viral communities from the Subarctic Pacific Ocean - 5_ETSP_OMZ_AT15132 metaG,165,0.000160553
3300000364,*Microbiome,Finished,"Soil microbial communities from Great Prairies (Kansas, Wisconsin and Iowa)","Soil microbial communities from Great Prairies - Iowa, Native Prairie soil (Iowa, Native Prairie soil, Feb 2012 Assem MSU hiseq+gaii)",DOE Joint Genome Institute (JGI),3300000364,,,Environmental,Terrestrial,Unclassified,Soil,,Soil,6.2,,3522441772,8508638,"Soil microbial communities from Great Prairies - Iowa, Native Prairie soil (Iowa, Native Prairie soil, Feb 2012 Assem MSU hiseq+gaii)",1364,0.000160308
7000000511,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 765094712","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",7000000511,,,Host-associated,Human,Oral,Digestive system,,Human,,,92402649,143507,"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 765094712",23,0.000160271
3300004767,*Microbiome,Draft,"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling",Laurentian Great Lakes metaT Su13.BD.MM15.DN (Metagenome Metatranscriptome),DOE Joint Genome Institute (JGI),3300004767,,,Environmental,Aquatic,Lentic,Freshwater,,Freshwater lake,,,204431865,587285,Laurentian Great Lakes metaT Su13.BD.MM15.DN (Metagenome Metatranscriptome),94,0.000160059
3300002341,*Microbiome,Draft,"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI, USA","Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI -  D_52min_Anaerobic (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300002341,,,Engineered,Wastewater,Biological phosphorus removal,Nutrient removal,,Wastewater treatment,,,75179610,156423,"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI -  D_52min_Anaerobic (Metagenome Metatranscriptome)",25,0.000159823
7000000568,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 764143897","J. Craig Venter Institute (JCVI), Washington University in St. Louis, Baylor College of Medicine",7000000568,,,Host-associated,Human,Oral,Digestive system,,Human,,,111531229,212768,"Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 764143897",34,0.000159798
2149837011,*Microbiome,Draft,"Freshwater microbial communities from LaBonte Lake, Laramie, Wyoming, USA","Fresh water microbial communities from LaBonte Lake, Laramie, Wyoming, sample from post-bloom (post-bloom)",DOE Joint Genome Institute (JGI),2149837011,2177m,,Environmental,Aquatic,Lentic,Freshwater,,Freshwater,,,57916305,144065,"Fresh water microbial communities from LaBonte Lake, Laramie, Wyoming, sample from post-bloom (post-bloom)",23,0.00015965
7000000063,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 763577454","Washington University in St. Louis, J. Craig Venter Institute (JCVI), Baylor College of Medicine",7000000063,,,Host-associated,Human,Oral,Digestive system,,Human,,,108359052,194294,"Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 763577454",31,0.000159552
7000000027,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human tongue dorsum microbial communities from NIH, USA - visit 2 of subject 764143897","Washington University in St. Louis, Baylor College of Medicine, J. Craig Venter Institute (JCVI)",7000000027,,,Host-associated,Human,Oral,Digestive system,,Human,,,94084830,156739,"Human tongue dorsum microbial communities from NIH, USA - visit 2 of subject 764143897",25,0.000159501
7000000737,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 159814214","Washington University in St. Louis, Baylor College of Medicine, J. Craig Venter Institute (JCVI)",7000000737,,,Host-associated,Human,Oral,Digestive system,,Human,,,107393833,175630,"Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 159814214",28,0.000159426
7000000671,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 638754422","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",7000000671,,,Host-associated,Human,Oral,Digestive system,,Human,,,134783148,238824,"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 638754422",38,0.000159113
2124908044,*Microbiome,Draft,"Soil microbial communities from permafrost in Bonanza Creek, Alaska","Soil microbial communities from permafrost in Bonanza Creek, Alaska, sample from Active Layer A5 (A5_CLC_pe)",DOE Joint Genome Institute (JGI),2124908044,,30-70 cm,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,101334378,188565,"Soil microbial communities from permafrost in Bonanza Creek, Alaska, sample from Active Layer A5 (A5_CLC_pe)",30,0.000159096
7000000203,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 159571453","Washington University in St. Louis, J. Craig Venter Institute (JCVI), Baylor College of Medicine",7000000203,,,Host-associated,Human,Oral,Digestive system,,Human,,,115317748,195341,"Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 159571453",31,0.000158697
3300004603,*Microbiome,Draft,"Peatlands soil microbial communities from Germany and Austria, that are sulfate reducing","Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 2 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300004603,,,Environmental,Terrestrial,Unclassified,Soil,,Peatlands soil,,,98637917,302847,"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 2 (Metagenome Metatranscriptome)",48,0.000158496
3300002342,*Microbiome,Draft,"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI, USA","Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI -  B_15min_Anaerobic (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300002342,,,Engineered,Wastewater,Biological phosphorus removal,Nutrient removal,,Wastewater treatment,,,150319573,271450,"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI -  B_15min_Anaerobic (Metagenome Metatranscriptome)",43,0.000158409
3300009445,*Microbiome,Draft,Pelagic marine microbial communities from North Sea,Pelagic marine microbial communities from North Sea - COGITO_mtgs_110331,DOE Joint Genome Institute (JGI),3300009445,,1m,Environmental,Aquatic,Pelagic,Marine,,Pelagic marine,,,683666899,1294879,Pelagic marine microbial communities from North Sea - COGITO_mtgs_110331,205,0.000158316
3300002151,*Microbiome,Draft,"Host-associated microbial community of the marine sponge Aplysina aerophoba from Gulf of Piran, Adriatic Sea","Host-associated microbial community of the marine sponge Aplysina aerophoba from Gulf of Piran - sponge mesohyl, lysed by proteinase K digestion (MesohylPK, ASSEMBLY_DATE=20131203)",DOE Joint Genome Institute (JGI),3300002151,,5m,Host-associated,Porifera,Unclassified,Unclassified,,Host-associated,,,298689615,619027,"Host-associated microbial community of the marine sponge Aplysina aerophoba from Gulf of Piran - sponge mesohyl, lysed by proteinase K digestion (MesohylPK, ASSEMBLY_DATE=20131203)",98,0.000158313
7000000556,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 764224817","Baylor College of Medicine, Washington University in St. Louis, J. Craig Venter Institute (JCVI)",7000000556,,,Host-associated,Human,Oral,Digestive system,,Human,,,127499043,228354,"Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 764224817",36,0.00015765
3300003305,*Microbiome,Draft,"Avena fatua rhizosphere microbial communities from Hopland, California, USA, for root-enhanced decomposition of organic matter studies","Avena fatua rhizosphere microbial communities - H3_Rhizo_Litter_13 (Metagenome Metatranscriptome, Counting Only)",DOE Joint Genome Institute (JGI),3300003305,,,Host-associated,Plants,Epiphytes,Phylloplane,,Avena fatua rhizosphere,,,58078141,171344,"Avena fatua rhizosphere microbial communities - H3_Rhizo_Litter_13 (Metagenome Metatranscriptome, Counting Only)",27,0.000157578
3300005509,*Microbiome,Draft,Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones,Oceanic oxygen minimum zone microbial communities that regulate carbon cycling - Sample ETNP201306SV51,DOE Joint Genome Institute (JGI),3300005509,,,Environmental,Aquatic,Oceanic,Marine,,Marine,,,738936857,1771480,Oceanic oxygen minimum zone microbial communities that regulate carbon cycling - Sample ETNP201306SV51,279,0.000157495
7000000496,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 160158126","Washington University in St. Louis, Baylor College of Medicine, J. Craig Venter Institute (JCVI)",7000000496,,,Host-associated,Human,Oral,Digestive system,,Human,,,88556398,159311,"Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 160158126",25,0.000156926
7000000244,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 159915365","Washington University in St. Louis, Baylor College of Medicine, J. Craig Venter Institute (JCVI)",7000000244,,,Host-associated,Human,Oral,Digestive system,,Human,,,146747746,268038,"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 159915365",42,0.000156694
3300005855,*Microbiome,Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Freshwater microbial communities from Yellowstone National Park, Wyoming, USA - Fairy Falls B (FF_Mn_B) MetaG",DOE Joint Genome Institute (JGI),3300005855,,,Environmental,Aquatic,Lotic,Freshwater,,Freshwater,,,119603209,166084,"Freshwater microbial communities from Yellowstone National Park, Wyoming, USA - Fairy Falls B (FF_Mn_B) MetaG",26,0.000156547
